year,Gear,Source,Mgmt_area,Spp_cde,length,weight,age,Sex,Maturity
2011,Longline,Survey,NSEI,710,51,NA,NA,NA,NA
2011,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
2001,Longline,Survey,NSEI,710,47,1,3,Female,0
1996,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,70.3,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,76,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
2011,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,81.5,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,61.9,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,81,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,65.5,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,68.5,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,39.7,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,71.3,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,65.7,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,83,5.8,17,Female,1
1993,Longline,Survey,NSEI,710,53,1.6,5,Male,0
1995,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,70,3.9,9,Female,1
2016,Longline,Survey,NSEI,710,63,2.9,5,Male,1
1995,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,87,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,87,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,89,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,90,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,49,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,51,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,71.7,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,57.7,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,68.5,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,71.4,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,85,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,64.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,66.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,64.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,77.5,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,51,NA,NA,NA,NA
2013,Longline,Survey,NSEI,710,54,1.7,12,Male,0
1995,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2014,Longline,Survey,NSEI,710,64,2.6,27,Male,1
2013,Longline,Survey,NSEI,710,67,3,8,Female,1
1999,Longline,Survey,NSEI,710,56.5,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,42.5,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,49,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,46.5,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
2014,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,44,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,65,3,10,Male,1
1994,Longline,Survey,NSEI,710,74,4.1,10,Female,1
2010,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
2014,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
2014,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
2014,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,70,3.8000000000000003,17,Male,1
1995,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,79,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,80,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,84,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,53,NA,NA,NA,NA
1991,Longline,Survey,NSEI,710,74.4,4.4,23,Male,1
1986,Longline,Survey,NSEI,710,82,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,65,2.9,42,Male,1
2003,Longline,Survey,NSEI,710,53,1.6,8,Male,0
2003,Longline,Survey,NSEI,710,56,1.9000000000000001,10,Male,0
2002,Longline,Survey,NSEI,710,61,2.3000000000000003,8,Male,0
2003,Longline,Survey,NSEI,710,69,3.8000000000000003,42,Male,1
2003,Longline,Survey,NSEI,710,65,2.9,6,Female,1
1998,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,69,3.6,36,Male,1
2015,Longline,Survey,NSEI,710,74,4.4,17,Female,1
2002,Longline,Survey,NSEI,710,68,3.2,9,Female,1
2010,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1992,Longline,Survey,NSEI,710,63.7,2.7,16,Female,1
1992,Longline,Survey,NSEI,710,81.8,5.6000000000000005,12,Female,1
1992,Longline,Survey,NSEI,710,58.800000000000004,2.2,11,Male,1
1995,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1991,Longline,Survey,NSEI,710,79.60000000000001,5.6000000000000005,25,Female,1
1988,Longline,Survey,NSEI,710,67.2,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,64.8,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,76.10000000000001,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
2004,Longline,Survey,NSEI,710,70,5,30,Female,1
1986,Longline,Survey,NSEI,710,56,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,50,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,79,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,98,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,61.300000000000004,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,66,3.2,9,Female,1
2007,Longline,Survey,NSEI,710,78,5,10,Female,1
2011,Longline,Survey,NSEI,710,72,3.8000000000000003,10,Female,1
1994,Longline,Survey,NSEI,710,79,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,85,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,100,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,74.5,NA,NA,NA,NA
2005,Longline,Survey,NSEI,710,68,3.8000000000000003,15,Female,1
2002,Longline,Survey,NSEI,710,69,4.1,19,Female,1
2005,Longline,Survey,NSEI,710,79,6.6000000000000005,18,Female,1
2005,Longline,Survey,NSEI,710,68,3.1,38,Male,1
2008,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
2005,Longline,Survey,NSEI,710,92,7.2,42,Female,1
2005,Longline,Survey,NSEI,710,78,5.4,14,Female,1
1994,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
2017,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
2002,Longline,Survey,NSEI,710,92,8.8,27,Female,1
1986,Longline,Survey,NSEI,710,65.7,NA,NA,NA,NA
2013,Longline,Survey,NSEI,710,81,NA,NA,NA,NA
2013,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2013,Longline,Survey,NSEI,710,63,2.6,24,Male,1
2005,Longline,Survey,NSEI,710,62,2.6,17,Male,1
1993,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
2005,Longline,Survey,NSEI,710,69,3.6,11,Female,1
2005,Longline,Survey,NSEI,710,71,3.9,8,Female,1
2005,Longline,Survey,NSEI,710,67,3.7,7,Female,1
2005,Longline,Survey,NSEI,710,66,2.9,32,Male,1
2013,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
1992,Longline,Survey,NSEI,710,72.8,4,13,Female,1
1994,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,81,NA,NA,NA,NA
2006,Longline,Survey,NSEI,710,68,3.2,9,Male,1
2006,Longline,Survey,NSEI,710,69,3.5,26,Male,1
2006,Longline,Survey,NSEI,710,69,4,11,Female,1
2006,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
2005,Longline,Survey,NSEI,710,64,2.7,7,Female,1
2005,Longline,Survey,NSEI,710,53,1.4000000000000001,7,Male,0
2003,Longline,Survey,NSEI,710,49,1.3,6,Male,0
1993,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
2003,Longline,Survey,NSEI,710,59,1.9000000000000001,8,Male,0
2014,Longline,Survey,NSEI,710,61,2.6,5,Male,1
2014,Longline,Survey,NSEI,710,73,4,11,Female,1
2014,Longline,Survey,NSEI,710,66,2.9,16,Male,1
2014,Longline,Survey,NSEI,710,69,3.5,8,Female,1
1997,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
2003,Longline,Survey,NSEI,710,77,5.8,12,Female,1
2003,Longline,Survey,NSEI,710,57,2,10,Female,0
2003,Longline,Survey,NSEI,710,63,3.2,6,Male,1
2003,Longline,Survey,NSEI,710,63,3.3000000000000003,16,Male,1
1995,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2013,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,80,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,72.7,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,67.8,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,72,3.7,21,Female,1
1998,Longline,Survey,NSEI,710,60,2.3000000000000003,6,Male,1
1988,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
2017,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
2012,Longline,Survey,NSEI,710,74,4.3,10,Female,1
1994,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
2009,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2017,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2012,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
2009,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
2007,Longline,Survey,NSEI,710,69,3.9,42,Male,1
2017,Longline,Survey,NSEI,710,60,1.9000000000000001,5,Female,0
2017,Longline,Survey,NSEI,710,62,2.4,7,Female,1
2007,Longline,Survey,NSEI,710,72,3.8000000000000003,9,Male,1
2012,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
2007,Longline,Survey,NSEI,710,76,4.6000000000000005,12,Female,1
1993,Longline,Survey,NSEI,710,94,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,84,NA,NA,NA,NA
2006,Longline,Survey,NSEI,710,63,5,12,Male,1
1994,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,86,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,86,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,61.2,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,70.5,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,79.5,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
2001,Longline,Survey,NSEI,710,57,2,5,Male,0
2001,Longline,Survey,NSEI,710,54,1.6,4,Female,0
1986,Longline,Survey,NSEI,710,65.5,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,73.5,NA,NA,NA,NA
2008,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,85.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
2012,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
2012,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,76,4.5,38,Male,1
2016,Longline,Survey,NSEI,710,55,2,6,Male,1
2012,Longline,Survey,NSEI,710,65,3.1,36,Male,1
2012,Longline,Survey,NSEI,710,76,4.2,50,Male,1
2016,Longline,Survey,NSEI,710,56,1.8,5,Female,0
1994,Longline,Survey,NSEI,710,88,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,96,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,81,5.3,18,Female,1
1994,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,65,3.3000000000000003,8,Female,1
1999,Longline,Survey,NSEI,710,55,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
2007,Longline,Survey,NSEI,710,67,3.1,14,Male,1
2007,Longline,Survey,NSEI,710,63,2.9,24,Male,1
2007,Longline,Survey,NSEI,710,60,2.5,10,Male,1
2007,Longline,Survey,NSEI,710,82,5.9,30,Female,1
2007,Longline,Survey,NSEI,710,67,3.1,9,Female,1
2007,Longline,Survey,NSEI,710,77,4.6000000000000005,28,Female,1
2007,Longline,Survey,NSEI,710,72,4.2,11,Female,1
2015,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,52,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,67,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,68,NA,NA,NA,NA
2015,Longline,Survey,NSEI,710,80,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
2012,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,100,NA,NA,NA,NA
2012,Longline,Survey,NSEI,710,55,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,59.5,NA,NA,NA,NA
1985,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
1999,Longline,Survey,NSEI,710,62.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,53,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,75.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,69.5,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,80,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
2008,Longline,Survey,NSEI,710,65,3.3000000000000003,11,Male,1
1999,Longline,Survey,NSEI,710,67.5,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,51,1.2,4,Female,0
1997,Longline,Survey,NSEI,710,72.2,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,64,3.1,9,Male,1
2016,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
2012,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
2008,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,61.5,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,63,2.4,11,Male,1
1994,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,68,3.2,26,Male,1
1993,Longline,Survey,NSEI,710,88,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,78,NA,NA,NA,NA
2010,Longline,Survey,NSEI,710,65,3,9,Male,1
2016,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
2002,Longline,Survey,NSEI,710,69,3.5,25,Male,1
2015,Longline,Survey,NSEI,710,71,3.6,13,Female,1
1985,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,77.5,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,86,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,88,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,71.8,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,71.5,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,85,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,46.7,NA,NA,NA,NA
1998,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
2013,Longline,Survey,NSEI,710,77,5.5,10,Female,1
1995,Longline,Survey,NSEI,710,68,3.6,8,Male,1
1995,Longline,Survey,NSEI,710,72,3.9,6,Female,1
1995,Longline,Survey,NSEI,710,60,2.2,8,Male,1
1995,Longline,Survey,NSEI,710,63,2.8000000000000003,15,Male,1
1986,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,59.800000000000004,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,65.7,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,64.5,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,67,3.4,11,Female,1
2013,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1986,Longline,Survey,NSEI,710,47,NA,NA,NA,NA
2013,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1991,Longline,Survey,NSEI,710,75.2,3.8000000000000003,11,Female,1
1991,Longline,Survey,NSEI,710,70.5,3.3000000000000003,14,Female,1
2013,Longline,Survey,NSEI,710,54,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,57,NA,NA,NA,NA
1996,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,50,NA,NA,NA,NA
2013,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,76,NA,NA,NA,NA
2008,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
2008,Longline,Survey,NSEI,710,69,NA,NA,NA,NA
2008,Longline,Survey,NSEI,710,60,NA,NA,NA,NA
1988,Longline,Survey,NSEI,710,74.2,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,64,NA,NA,NA,NA
2012,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
2012,Longline,Survey,NSEI,710,70,NA,NA,NA,NA
2012,Longline,Survey,NSEI,710,59,NA,NA,NA,NA
2001,Longline,Survey,NSEI,710,80,5.8,21,Female,1
2001,Longline,Survey,NSEI,710,85,7.7,24,Female,1
2016,Longline,Survey,NSEI,710,58,NA,NA,NA,NA
2e3,Longline,Survey,NSEI,710,64,2.9,5,Female,1
2e3,Longline,Survey,NSEI,710,55,1.8,6,Male,0
2e3,Longline,Survey,NSEI,710,54,1.6,3,Male,0
2e3,Longline,Survey,NSEI,710,50,1.3,4,Female,0
2016,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,72,4.2,11,Female,1
1994,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
2016,Longline,Survey,NSEI,710,61,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,77,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,67,2.6,9,Male,1
1993,Longline,Survey,NSEI,710,69,3.4,19,Female,1
1993,Longline,Survey,NSEI,710,79,5,11,Female,1
2009,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
2009,Longline,Survey,NSEI,710,65,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,62,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,66,NA,NA,NA,NA
1997,Longline,Survey,NSEI,710,73,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,75,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,58,2,5,Male,1
1994,Longline,Survey,NSEI,710,55,1.7,4,Female,0
1994,Longline,Survey,NSEI,710,52,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,53,NA,NA,NA,NA
1994,Longline,Survey,NSEI,710,53,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,71,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,72,NA,NA,NA,NA
1993,Longline,Survey,NSEI,710,63,NA,NA,NA,NA
2009,Longline,Survey,NSEI,710,78,5.2,12,Female,1
2009,Longline,Survey,NSEI,710,71,3.8000000000000003,7,Female,1
2009,Longline,Survey,NSEI,710,74,4.2,10,Female,1
2009,Longline,Survey,NSEI,710,64,2.9,8,Female,1
2009,Longline,Survey,NSEI,710,70,3.9,9,Female,1
2009,Longline,Survey,NSEI,710,69,3.6,6,Female,1
2009,Longline,Survey,NSEI,710,71,4,30,Male,1
2009,Longline,Survey,NSEI,710,75,3.8000000000000003,10,Female,1
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
1995,Longline,Survey,NSEI,710,74,NA,NA,NA,NA
